username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,video_stop_backward_seek_avg,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050390,1.0,51.75,103.5,0.0,0.0,0.0,0.5,4.5,4.5,3.0,2.0,1.0,0.333333334,1.4755034809999998,3.0,0.0,0.0,2.5,0.41666666700000005,0.5,0.08333333400000001,0.0,0.0,0.0,0.0,0.5,0.08333333400000001,0.0,0.0,0.0,0.0,0.5,0.08333333400000001,0.0,0.0,0.5,0.08333333400000001,3.0,0.5,0.5,0.08333333400000001,3.5,0.583333334,7.5,1.25,0.5,0.5,0.5,0.5,0.83375,2.0,0,10
Y1050391,2.0,69.875,279.5,0.5,7.0,7.0,2.0,5.125,20.5,6.5,1.0,5.5,0.076923077,6.71695599,1.0,1.5,0.115384616,6.0,0.46153846200000004,0.0,0.0,0.5,0.038461538999999996,2.5,0.192307693,6.0,0.46153846200000004,0.5,0.038461538999999996,0.0,0.0,6.5,0.5,3.0,0.23076923100000002,9.5,0.7307692309999999,12.0,0.923076923,0.0,0.0,16.0,1.230769231,37.5,2.884615385,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050394,2.0,199.16666669999998,531.5,1.5,20.75,37.5,1.5,6.666666665,20.0,6.0,4.0,2.0,0.333333334,6.619362685,1.0,5.0,0.41666666700000005,5.0,0.41666666700000005,0.0,0.0,1.0,0.08333333400000001,5.5,0.458333334,3.5,0.291666667,1.5,0.125,0.0,0.0,4.5,0.375,7.0,0.583333334,11.5,0.9583333340000001,8.5,0.708333333,0.0,0.0,17.5,1.458333334,37.5,3.125,0.0,0.0,0.0,0.0,2.5,6.5,0,20
Y1050395,1.5,40.5,121.5,0.0,0.0,0.0,1.0,20.5,41.0,3.0,1.0,2.0,0.166666667,6.065828295,1.0,2.5,0.41666666700000005,2.5,0.41666666700000005,0.5,0.08333333400000001,28.5,4.75,0.0,0.0,5.0,0.833333333,0.5,0.08333333400000001,0.5,0.08333333400000001,33.5,5.583333335,1.0,0.166666667,34.5,5.75,7.0,1.166666667,0.5,0.08333333400000001,37.5,6.25,79.5,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0,10
Y1050396,6.0,299.25,1795.5,5.5,27.86666667,151.5,6.0,38.75,232.5,23.0,23.0,0.0,1.0,12.70404908,1.0,11.5,0.503787879,22.5,0.979166667,3.5,0.153409091,70.0,3.085227273,42.5,1.839015152,59.5,2.6193181819999998,17.0,0.748106061,1.5,0.06628787900000001,129.5,5.704545455,61.0,2.653409091,190.5,8.357954545,96.5,4.2386363639999995,3.5,0.153409091,213.5,9.357954545,504.0,22.10795455,2.0,2.0,1.0,2.0,6.125,7.0,0,20
Y1050398,0.5,152.5,152.5,0.5,16.0,16.0,0.5,8.5,8.5,2.5,2.5,0.0,0.5,0.749627244,0.5,0.5,0.1,2.5,0.5,0.0,0.0,2.5,0.5,0.0,0.0,3.0,0.6,0.5,0.1,0.0,0.0,5.5,1.1,0.5,0.1,6.0,1.2,6.0,1.2,0.0,0.0,8.5,1.7,20.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050400,5.5,274.4107143,1487.0,5.5,28.625,150.5,5.5,28.875,160.5,20.0,18.5,1.5,0.9270833340000001,12.89803846,1.0,7.5,0.375,19.0,0.947916667,5.5,0.291666667,44.0,2.083333334,15.0,0.75,52.0,2.552083334,9.0,0.44791666700000005,2.5,0.125,96.0,4.635416666,26.5,1.322916666,122.5,5.958333334,77.5,3.8125,5.5,0.291666667,142.5,6.958333334,348.0,17.02083334,1.5,1.5,0.5,1.5,3.21875,7.0,0,20
Y1050401,1.0,91.0,182.0,1.0,9.5,19.0,1.0,2.5,5.0,2.0,1.0,1.0,0.25,7.645226405,2.0,0.5,0.125,1.0,0.25,0.5,0.125,0.5,0.125,0.0,0.0,0.5,0.125,0.5,0.125,0.0,0.0,1.0,0.25,0.5,0.125,1.5,0.375,2.0,0.5,0.5,0.125,3.5,0.875,7.5,1.875,0.5,0.5,0.5,0.5,0.0,4.0,0,10
Y1050403,1.0,70.75,141.5,1.0,5.0,10.0,1.0,4.5,9.0,2.0,1.0,1.0,0.25,5.72327537,2.5,0.0,0.0,1.5,0.375,1.0,0.25,0.0,0.0,0.0,0.0,4.5,1.125,1.5,0.375,0.0,0.0,4.5,1.125,1.5,0.375,6.0,1.5,7.0,1.75,1.0,0.25,8.0,2.0,22.0,5.5,0.5,0.5,0.5,0.5,1.25,5.0,0,20
Y1050406,1.0,657.5,657.5,0.5,103.5,103.5,0.5,8.0,8.0,1.0,0.0,1.0,0.0,6.176060825,0.5,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,2.0,1.0,4.0,2.0,0.5,0.5,0.5,0.5,0.0,2.0,0,10
Y1050407,3.0,471.4,1255.0,1.5,61.5,98.5,2.0,51.5,122.5,14.5,13.5,1.0,0.9583333340000001,9.76909402,5.0,9.0,0.691666667,14.0,0.979166667,4.0,0.166666667,11.5,0.47916666700000005,14.0,1.1375,66.0,4.016666667,10.0,0.575,1.0,0.041666667000000004,77.5,4.495833333999999,25.0,1.7541666669999998,102.5,6.25,84.0,5.241666667,4.0,0.166666667,117.0,7.25,307.5,18.90833334,0.5,0.5,0.5,0.5,2.40625,1.0,0,10
Y1050408,0.5,17.5,17.5,0.0,0.0,0.0,0.5,2.0,2.0,1.0,0.0,1.0,0.0,6.2014452,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,10
Y1050410,1.0,53.25,106.5,0.5,9.5,9.5,1.0,2.25,4.5,2.0,1.5,0.5,0.375,6.410455005,1.5,0.0,0.0,1.5,0.375,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,0.25,2.0,0.5,1.0,0.25,3.0,0.75,7.0,1.75,0.0,0.0,0.0,0.0,0.0,6.0,0,20
Y1050411,1.5,184.66666669999998,554.0,1.5,30.66666667,92.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,6.630586395,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.75,4.0,0,10
Y1050412,3.0,473.0,1355.0,2.0,59.16666667,94.5,2.5,80.5,202.0,12.0,7.0,5.0,0.557142857,5.189487934,3.5,9.0,0.7571428570000001,12.0,1.0,0.5,0.035714286,80.0,6.714285715,33.0,2.685714286,43.0,3.4857142860000003,15.0,1.171428572,0.5,0.035714286,123.0,10.2,48.5,3.892857143,171.5,14.09285715,70.0,5.657142857,0.5,0.035714286,184.0,15.12857143,426.0,34.91428572,1.5,1.5,0.5,1.5,5.875,6.0,0,30
Y1050413,3.0,157.875,596.5,1.5,8.333333335,25.0,2.0,18.875,75.5,9.5,6.5,3.0,0.342105263,6.42109158,0.5,4.5,0.23684210600000002,9.0,0.473684211,2.5,0.131578948,2.5,0.131578948,20.5,1.078947369,25.0,1.315789474,8.5,0.447368421,1.5,0.078947368,27.5,1.447368421,30.5,1.605263158,58.0,3.052631579,42.0,2.210526316,2.5,0.131578948,67.5,3.552631579,170.0,8.94736842,3.0,3.0,1.5,3.0,5.59375,5.0,0,60
Y1050414,3.5,456.75,1973.0,3.0,30.7,127.5,3.0,81.5,303.5,20.0,16.0,4.0,0.666666667,13.08004976,1.0,12.0,0.5555555560000001,18.0,0.833333333,4.0,0.222222222,70.5,2.736111111,49.5,2.597222222,106.0,3.8333333339999998,22.5,0.958333333,1.5,0.26388888899999996,176.5,6.569444445,73.5,3.8194444439999997,250.0,10.38888889,144.0,5.555555556,4.5,0.347222222,270.0,11.38888889,668.5,27.68055556,3.0,3.0,2.5,3.0,7.75,4.0,0,53
Y1050415,3.5,239.41666669999998,1111.5,1.0,15.0,15.0,3.5,41.66666667,242.5,18.0,13.0,5.0,0.852941177,9.463317489,3.0,13.0,0.382352941,16.5,0.955882353,1.5,0.044117647,59.5,1.75,27.0,0.794117647,85.5,2.514705883,19.5,0.5735294120000001,0.5,0.014705883000000001,145.0,4.264705883,47.0,1.382352941,192.0,5.647058825,119.0,3.970588236,1.5,0.044117647,210.0,6.647058825,522.5,16.30882353,2.0,2.0,1.5,2.0,6.53125,7.0,0,30
Y1050416,5.5,188.8666667,1070.5,3.5,35.875,128.5,3.5,12.45833333,48.0,9.5,6.5,3.0,0.721428572,17.35125836,1.0,3.0,0.214285715,7.0,0.692857143,2.5,0.371428572,3.5,0.25,7.5,0.535714286,5.0,0.485714285,7.5,0.535714286,0.5,0.035714286,8.5,0.735714286,15.5,1.107142857,24.0,1.842857143,18.5,1.578571428,2.5,0.371428572,33.5,2.8428571430000003,78.5,6.635714285,3.0,3.0,2.0,3.0,6.6875,5.0,0,63
Y1050417,2.5,126.0,316.5,0.5,2.5,2.5,1.5,36.5,72.5,4.5,3.0,1.5,0.375,14.11078627,5.0,1.5,0.1875,4.5,1.0,0.0,0.0,40.5,5.0625,6.5,0.8125,8.5,1.0625,0.5,0.0625,0.0,0.0,49.0,6.125,7.0,0.875,56.0,7.0,13.0,2.0625,0.0,0.0,60.5,8.0,129.5,17.0625,3.0,3.0,1.5,3.0,4.90625,6.0,1,62
Y1050418,1.0,256.25,512.5,1.0,36.0,72.0,0.5,11.5,11.5,4.5,4.5,0.0,0.5,6.670671305,3.5,0.5,0.055555556,4.5,0.5,1.0,0.111111111,0.0,0.0,1.0,0.111111111,2.0,0.222222222,0.0,0.0,0.0,0.0,2.0,0.222222222,1.0,0.111111111,3.0,0.333333334,5.5,0.611111111,1.0,0.111111111,7.5,0.833333333,17.0,1.888888889,3.0,3.0,1.5,3.0,2.75,2.0,0,20
Y1050420,2.0,222.25,889.0,2.0,27.0,108.0,1.5,6.166666665,18.5,7.0,1.5,5.5,0.107142857,5.864750195,0.5,2.5,0.17857142899999998,7.0,0.5,0.0,0.0,3.5,0.25,3.5,0.25,2.0,0.14285714300000002,0.0,0.0,0.0,0.0,5.5,0.39285714299999996,3.5,0.25,9.0,0.642857143,8.5,0.607142857,0.0,0.0,16.0,1.142857143,33.5,2.392857143,3.0,3.0,2.5,3.0,9.59375,6.0,1,75
Y1050421,1.5,443.0,701.5,1.5,55.75,91.5,1.5,18.75,32.0,6.0,4.0,2.0,0.666666667,10.86744558,3.5,3.0,0.5,4.0,0.666666667,1.0,0.166666667,8.0,1.333333334,1.0,0.166666667,0.5,0.08333333400000001,0.5,0.08333333400000001,0.0,0.0,8.5,1.4166666669999999,1.5,0.25,10.0,1.6666666669999999,4.5,0.75,1.0,0.166666667,16.0,2.666666667,31.5,5.25,3.0,3.0,2.0,3.0,6.45875,8.0,1,60
Y1050422,1.5,144.66666669999998,434.0,0.5,2.5,2.5,1.5,31.5,94.5,11.0,9.0,2.0,0.409090909,0.44764018200000005,1.0,4.0,0.181818182,9.5,0.43181818200000005,2.5,0.113636364,41.5,1.8863636369999999,7.0,0.318181818,19.5,0.886363637,4.0,0.181818182,0.5,0.022727273,61.0,2.772727273,11.5,0.522727273,72.5,3.295454546,31.5,1.4318181819999998,2.5,0.113636364,83.5,3.795454546,190.0,8.636363635,0.0,0.0,0.0,0.0,0.0,7.0,0,40
Y1050423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,1.5,0.20875,2.0,0,10
Y1050424,1.0,214.0,428.0,0.5,42.5,42.5,0.5,59.0,59.0,4.5,3.5,1.0,0.38888888899999996,4.740919182,0.5,4.5,0.5,4.5,0.5,0.5,0.055555556,23.5,2.611111111,11.5,1.277777778,2.5,0.27777777800000003,6.0,0.666666667,0.0,0.0,26.0,2.888888889,17.5,1.944444445,43.5,4.833333334,11.5,1.277777778,0.5,0.055555556,48.0,5.333333335,103.5,11.5,0.5,0.5,0.5,0.5,0.0,5.0,0,30
Y1050425,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10
Y1050426,1.5,422.75,721.5,1.5,41.5,73.0,1.5,36.75,68.0,11.5,11.0,0.5,0.9722222220000001,12.727834300000001,2.5,5.5,0.305555556,10.5,0.8,3.0,0.45555555600000003,14.0,0.7777777779999999,7.0,0.38888888899999996,17.5,1.044444445,6.5,0.577777778,1.0,0.127777778,31.5,1.822222222,14.5,1.094444445,46.0,2.916666667,32.0,2.138888889,3.5,0.5555555560000001,57.5,3.916666667,139.0,9.52777778,0.0,0.0,0.0,0.0,0.0,7.0,0,40
Y1050427,3.0,429.75,1141.0,2.5,48.75,112.5,3.0,40.125,117.0,16.0,13.0,3.0,0.817460317,13.28839084,3.5,8.0,0.523809524,14.5,0.916666667,3.0,0.19047619100000002,31.0,2.03968254,24.0,1.642857143,27.0,1.7222222219999999,9.0,0.595238095,0.5,0.027777778,58.0,3.761904762,33.5,2.265873016,91.5,6.027777778,48.5,3.0912698410000004,3.0,0.19047619100000002,107.5,7.027777778,250.5,16.33730159,2.5,2.5,1.0,2.5,7.8025,9.0,1,96
Y1050428,1.0,330.0,330.0,0.5,30.0,30.0,1.0,38.5,38.5,6.0,5.5,0.5,0.95,3.2211461239999997,6.0,2.0,0.4,5.5,0.95,0.5,0.25,19.0,3.3,0.0,0.0,10.5,2.65,0.5,0.25,0.0,0.0,29.5,5.95,0.5,0.25,30.0,6.2,16.0,3.6,0.5,0.25,36.0,7.2,82.5,17.25,0.0,0.0,0.0,0.0,0.0,7.0,0,20
Y1050432,0.5,163.0,163.0,0.5,21.5,21.5,0.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050434,3.5,98.25,409.5,3.0,12.7,35.5,3.5,10.3,47.0,7.0,6.0,1.0,0.708333333,7.649158366,4.5,2.0,0.166666667,6.5,0.75,2.5,0.41666666700000005,5.0,0.41666666700000005,5.0,0.41666666700000005,14.5,1.833333334,9.5,1.0,0.0,0.0,19.5,2.25,14.5,1.4166666669999999,34.0,3.666666667,28.0,3.375,2.5,0.41666666700000005,41.0,4.666666666,105.5,12.125,0.0,0.0,0.0,0.0,0.0,7.0,0,20
Y1050436,1.0,120.5,241.0,0.5,24.5,24.5,0.5,13.0,13.0,5.0,5.0,0.0,0.5,2.412696747,1.0,1.0,0.1,2.5,0.25,2.5,0.25,2.5,0.25,1.5,0.15,2.5,0.25,1.0,0.1,0.0,0.0,5.0,0.5,2.5,0.25,7.5,0.75,6.0,0.6,2.5,0.25,12.5,1.25,28.5,2.85,0.0,0.0,0.0,0.0,1.25,2.0,0,10
Y1050437,1.0,83.75,167.5,0.5,7.5,7.5,0.5,6.5,6.5,0.5,0.5,0.0,0.5,6.38253986,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,4.0,4.5,4.5,0.0,0.0,4.5,4.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0,10
Y1050439,6.0,121.41428570000001,711.5,3.5,26.41666667,88.0,3.5,5.083333334,19.0,7.5,0.5,7.0,0.05,9.519196452000001,3.0,0.0,0.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,3.0,0.3,0.0,0.0,4.0,0.4,3.0,0.3,7.0,0.7,14.5,1.7,0.0,0.0,14.5,1.7,36.0,4.1,0.0,0.0,0.0,0.0,0.0,6.0,0,10
Y1050440,0.5,37.0,37.0,0.0,0.0,0.0,0.5,2.0,2.0,1.0,0.0,1.0,0.0,6.42379347,1.5,1.0,0.5,0.5,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,1.5,0.75,2.5,1.25,2.0,2.0,1.0,2.0,4.75,3.0,0,10
Y1050442,2.0,345.5,691.0,1.0,15.75,31.5,0.5,106.0,106.0,5.5,5.0,0.5,0.454545455,4.191906461,3.5,5.0,0.454545455,5.5,0.5,1.0,0.090909091,17.5,1.5909090909999999,13.5,1.227272728,53.5,4.8636363639999995,14.0,1.2727272729999999,0.5,0.045454546,71.0,6.454545455,28.0,2.5454545459999998,99.0,9.0,72.5,6.59090909,1.0,0.090909091,104.5,9.5,277.0,25.18181818,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050443,0.5,39.0,39.0,0.0,0.0,0.0,0.5,8.0,8.0,0.5,0.0,0.5,0.0,0.69847938,0.5,0.5,0.5,0.5,0.5,0.0,0.0,3.0,3.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,6.5,6.5,3.5,3.5,0.0,0.0,7.0,7.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050444,3.5,33.35,106.0,1.0,4.0,4.0,2.5,4.666666666,11.5,4.0,0.5,3.5,0.125,0.060455880999999996,1.0,1.5,0.375,3.0,0.75,0.0,0.0,1.5,0.375,0.0,0.0,1.5,0.375,2.0,0.5,0.0,0.0,3.0,0.75,2.0,0.5,5.0,1.25,6.5,1.625,0.0,0.0,9.0,2.25,20.5,5.125,0.5,0.5,0.5,0.5,1.04125,5.0,0,10
Y1050445,3.5,128.8333333,502.0,2.0,19.25,38.5,1.5,40.25,78.5,8.0,3.0,5.0,0.2,13.29752797,5.5,5.0,0.8,7.5,0.966666667,0.5,0.033333334,33.5,3.6333333339999996,7.0,0.46666666700000003,24.5,1.633333334,1.0,0.066666667,0.0,0.0,58.0,5.266666667,8.0,0.5333333339999999,66.0,5.8,32.5,2.633333334,0.5,0.033333334,74.0,6.8,173.0,15.26666667,0.0,0.0,0.0,0.0,0.0,6.0,0,20
Y1050447,0.5,186.0,186.0,0.5,5.5,5.5,0.5,41.0,41.0,3.5,3.5,0.0,0.5,2.9551816110000004,3.5,1.5,0.214285715,3.5,0.5,0.0,0.0,11.5,1.642857143,6.0,0.857142857,14.0,2.0,1.0,0.14285714300000002,0.0,0.0,25.5,3.642857143,7.0,1.0,32.5,4.6428571430000005,18.5,2.642857143,0.0,0.0,36.0,5.142857145,87.0,12.42857143,0.0,0.0,0.0,0.0,0.0,3.5,0,10
Y1050448,3.0,242.875,765.0,2.5,34.875,72.0,2.5,24.5,59.0,9.5,6.5,3.0,0.6166666670000001,5.1191763439999995,5.0,3.0,0.475,9.0,0.966666667,0.5,0.033333334,2.0,0.316666667,4.5,0.391666667,23.5,2.391666667,7.5,0.8666666670000001,0.0,0.0,25.5,2.7083333339999998,12.0,1.258333334,37.5,3.966666666,40.0,4.225,0.5,0.033333334,47.0,4.966666667,125.0,13.19166667,0.5,0.5,0.5,0.5,2.375,7.0,0,20
Y1050449,2.5,437.66666669999995,1194.0,1.0,40.25,80.5,2.0,99.66666667,174.0,14.0,11.0,3.0,0.7375,11.2066,5.0,10.0,0.7625,13.0,0.95,1.5,0.075,6.0,0.6375,38.0,2.8,88.0,6.9875,14.5,0.95,0.0,0.0,94.0,7.625,52.5,3.75,146.5,11.375,113.0,8.6875,1.5,0.075,160.5,12.375,421.5,32.5125,0.0,0.0,0.0,0.0,0.0,4.0,0,20
Y1050450,2.5,348.1666667,956.0,2.0,50.16666667,98.5,2.0,33.83333334,86.5,13.0,11.0,2.0,0.752380953,12.07107059,5.0,5.5,0.33809523799999996,12.0,0.9523809529999999,3.0,0.219047619,17.0,0.8857142859999999,14.0,0.666666667,27.5,1.766666667,6.5,0.385714286,1.0,0.047619048,44.5,2.652380953,21.5,1.1,66.0,3.7523809530000003,44.5,2.957142857,3.0,0.219047619,79.0,4.752380953,192.5,11.68095238,0.5,0.5,0.5,0.5,0.53125,5.0,0,10
Y1050452,3.0,472.75,1217.0,2.5,61.58333334,145.5,2.5,42.16666667,99.5,17.5,13.5,4.0,0.7867132859999999,13.69796845,2.5,10.5,0.6031468529999999,15.5,0.877622378,3.5,0.222027972,39.0,2.512237762,8.5,0.512237762,16.5,0.907342657,6.5,0.38986014,1.0,0.061188810999999996,55.5,3.41958042,16.0,0.9632867140000001,71.5,4.382867133,36.0,2.02972028,3.5,0.222027972,89.0,5.3828671329999995,200.0,12.01748252,0.0,0.0,0.0,0.0,0.0,5.0,0,40
Y1050453,2.5,286.625,740.0,2.5,22.625,51.5,2.5,24.375,76.5,8.5,8.0,0.5,0.961538462,4.758807769,5.0,2.5,0.192307693,8.5,1.0,2.5,0.278846154,14.0,1.076923077,4.5,0.346153846,34.5,3.432692308,4.5,0.346153846,1.5,0.115384616,48.5,4.509615385,10.5,0.807692308,59.0,5.317307693,46.0,4.576923077,3.0,0.317307693,67.5,6.317307692999999,175.5,16.52884616,0.5,0.5,0.5,0.5,0.84375,5.0,0,20
Y1050454,1.0,369.25,738.5,1.0,39.25,78.5,1.0,21.75,43.5,10.5,3.0,7.5,0.14285714300000002,6.43891371,3.0,10.5,0.5,7.0,0.333333334,0.5,0.023809524,15.5,0.738095238,3.5,0.166666667,6.0,0.28571428600000004,3.0,0.14285714300000002,0.0,0.0,21.5,1.023809524,6.5,0.30952381,28.0,1.333333334,11.5,0.5476190479999999,0.5,0.023809524,38.5,1.833333334,78.5,3.738095238,3.0,3.0,1.5,3.0,7.125,4.5,1,90
Y9999984,3.5,544.1,1625.5,3.0,47.25,123.0,2.5,54.16666667,138.0,23.5,22.0,1.5,0.9356884059999999,11.21114235,2.0,16.5,0.703804348,22.0,0.936594203,6.0,0.253623188,18.0,0.7771739129999999,51.0,2.185688406,12.0,0.516304348,23.0,0.982789855,1.5,0.064311595,30.0,1.293478261,75.5,3.232789855,105.5,4.526268116000001,52.0,2.222826087,6.5,0.27536231899999997,129.0,5.526268116000001,293.0,12.55072464,1.5,1.5,1.0,1.5,3.375,5.0,0,66
Y9999985,2.5,542.0,1358.0,2.5,64.25,160.5,1.5,40.25,74.5,4.5,0.0,4.5,0.0,12.86644846,2.0,4.5,1.0,2.5,0.75,0.0,0.0,44.0,8.125,2.0,1.125,0.5,0.0625,0.0,0.0,0.0,0.0,44.5,8.1875,2.0,1.125,46.5,9.3125,2.5,0.75,0.0,0.0,51.0,10.3125,100.0,20.375,0.0,0.0,0.0,0.0,0.0,7.5,0,59
